RequestID,OrganisationEntered,DepartmentID,RequestType,RequestedDateText,CompletedDateText,CostGBP,Channel
CH-01-00286,Adventure Works Analytcs 019,D102,Account access,01/29/2026,,177.00,Phone
CH-01-00287,Fabrikam Services 026,D079,Warranty claim,01/15/2026,01/17/2026,186.00,Phone
CH-01-00288,Contoso Retail 033,D039,Technical support,01/25/2026,01/31/2026,817.50,Email
CH-01-00289,Northwind Digital 040,D092,Warranty claim,01/02/2026,01/11/2026,386.30,Web
CH-01-00290,Adventure Works Research 047,D077,Technical support,01/04/2026,01/09/2026,820.60,Phone
CH-01-00291,Fabrikam Logistics 054,D001,Account access,01/16/2026,01/24/2026,551.00,Email
CH-01-00292,Contoso Analytics 061,D038,Warranty claim,01/17/2026,01/29/2026,100.30,Phone
CH-01-00293,Northwind Services 068,D035,Account access,01/01/2026,01/07/2026,397.00,Email
CH-01-00294,Adventure Works Retail 075,D033,Product return,01/13/2026,01/23/2026,262.70,Phone
CH-01-00295,Fabrikam Digital 082,D076,Technical support,01/25/2026,01/31/2026,787.50,Web
CH-01-00296,Contoso Research 089,D024,Delivery enquiry,01/23/2026,01/24/2026,472.80,Email
CH-01-00297,Northwind Logistics 096,D111,Warranty claim,01/09/2026,01/15/2026,562.20,Phone
CH-01-00298,Adventure Works Analytics 103,D021,Warranty claim,01/27/2026,02/04/2026,534.20,Web
CH-01-00299,Fabrikam Services 110,D102,Technical support,01/22/2026,01/25/2026,154.30,Web
CH-01-00300,Contoso Retail 117,D073,Product return,01/16/2026,01/18/2026,722.10,Web
CH-01-00301,Northwind Digitl 124,D104,Delivery enquiry,01/03/2026,01/12/2026,378.60,Email
CH-01-00302,Adventure Works Research 131,D049,Product return,01/05/2026,01/15/2026,717.20,Email
CH-01-00303,Fabrikam Logistics 138,D008,Product return,01/25/2026,02/03/2026,103.70,Email
CH-01-00304,Contoso Analytics 145,D019,Delivery enquiry,01/06/2026,01/18/2026,200.60,Phone
CH-01-00305,Northwind Services 152,D110,Delivery enquiry,01/29/2026,,486.80,Email
CH-01-00306,Adventure Works Retial 159,D101,Product return,01/18/2026,01/21/2026,531.10,Phone
CH-01-00307,Fabrikam Digital 166,D003,Product return,01/31/2026,02/04/2026,803.90,Phone
CH-01-00308,Contoso Research 173,D058,Delivery enquiry,01/30/2026,02/08/2026,206.70,Phone
CH-01-00309,Northwind Logistics 180,D050,Delivery enquiry,01/29/2026,02/02/2026,694.10,Phone
CH-01-00310,Adventure Works Analytics 187,D001,Product return,01/22/2026,01/25/2026,348.90,Email
CH-01-00311,Unregistered Partner 14,D057,Technical support,01/17/2026,01/19/2026,483.80,Email
CH-01-00312,Contoso Retail 201,D102,Product return,01/20/2026,01/28/2026,447.40,Web
CH-01-00313,Northwind Digital 208,D051,Product return,01/12/2026,01/14/2026,96.60,Phone
CH-01-00314,Adventure Works Research 215,D072,Warranty claim,01/20/2026,02/01/2026,745.60,Phone
CH-01-00315,University of Cambridge,D063,Account access,01/13/2026,01/19/2026,715.90,Web
CH-01-00316,Contoso Retial 009,D030,Warranty claim,01/11/2026,01/21/2026,651.00,Web
CH-01-00317,Northwind Digital 016,D065,Account access,01/12/2026,01/22/2026,832.30,Email
CH-01-00318,Adventure Works Research 023,D004,Product return,01/27/2026,01/28/2026,687.20,Email
CH-01-00319,Fabrikam Logistics 030,D018,Product return,01/15/2026,01/18/2026,211.70,Email
CH-01-00320,Contoso Analytics 037,D064,Warranty claim,01/10/2026,01/13/2026,623.90,Phone
CH-01-00321,Northwind Srvcs 044,D036,Warranty claim,01/07/2026,01/19/2026,322.30,Email
CH-01-00322,Adventure Works Retail 051,D083,Technical support,01/18/2026,01/26/2026,72.00,Web
CH-01-00323,Fabrikam Digital 058,D023,Account access,01/08/2026,01/12/2026,53.70,Web
CH-01-00324,Contoso Research 065,D005,Account access,01/14/2026,,135.50,Phone
CH-01-00325,Northwind Logistics 072,D075,Warranty claim,01/29/2026,02/01/2026,403.70,Email
CH-01-00326,Adventure Works Analytcs 079,D066,Warranty claim,01/14/2026,01/17/2026,106.40,Email
CH-01-00327,Fabrikam Services 086,D033,Account access,01/05/2026,01/17/2026,357.40,Web
CH-01-00328,Contoso Retail 093,D078,Account access,01/12/2026,01/20/2026,297.90,Web
CH-01-00329,Northwind Digital 100,D089,Delivery enquiry,01/11/2026,01/21/2026,20.80,Phone
CH-01-00330,Adventure Works Research 107,D024,Technical support,01/04/2026,01/07/2026,701.40,Email
CH-01-00331,Fabrikam Logistics 114,D020,Delivery enquiry,01/22/2026,01/30/2026,637.80,Phone
CH-01-00332,Contoso Analytics 121,D074,Warranty claim,01/25/2026,02/06/2026,709.40,Web
CH-01-00333,Northwind Services 128,D003,Warranty claim,01/09/2026,01/12/2026,716.80,Phone
CH-01-00334,Adventure Works Retail 135,D076,Account access,01/12/2026,01/15/2026,551.60,Web
CH-01-00335,Fabrikam Digital 142,D091,Delivery enquiry,01/28/2026,02/04/2026,428.70,Web
CH-01-00336,Contoso Research 149,D101,Technical support,01/29/2026,02/10/2026,262.20,Phone
CH-01-00337,Northwind Logistics 156,D009,Product return,01/29/2026,02/02/2026,326.80,Email
CH-01-00338,Adventure Works Analytics 163,D100,Account access,01/02/2026,01/08/2026,736.10,Web
CH-01-00339,Fabrikam Services 170,D089,Account access,01/02/2026,01/05/2026,311.50,Web
CH-01-00340,Contoso Retail 177,D091,Account access,01/16/2026,01/17/2026,716.80,Web
CH-01-00341,Northwind Digitl 184,D031,Technical support,01/16/2026,01/17/2026,768.10,Web
CH-01-00342,Unregistered Partner 11,D001,Account access,01/22/2026,01/28/2026,571.00,Web
CH-01-00343,Fabrikam Logistics 198,D040,Product return,01/27/2026,,461.70,Phone
CH-01-00344,Contoso Analytics 205,D069,Account access,01/07/2026,01/09/2026,808.90,Phone
CH-01-00345,Northwind Services 212,D072,Delivery enquiry,01/26/2026,01/27/2026,458.30,Email
CH-01-00346,Adventure Works Retial 219,D012,Warranty claim,01/19/2026,01/28/2026,532.60,Phone
CH-01-00347,Contoso Oxford Traders,D062,Account access,01/02/2026,01/06/2026,478.90,Web
CH-01-00348,Contoso Analytics 013,D013,Technical support,01/01/2026,01/13/2026,724.90,Phone
CH-01-00349,Northwind Services 020,D100,Delivery enquiry,01/03/2026,01/15/2026,532.10,Email
CH-01-00350,Adventure Works Retail 027,D017,Warranty claim,01/17/2026,01/24/2026,551.10,Web
CH-01-00351,Fabrikam Digitl 034,D091,Account access,01/09/2026,01/20/2026,33.60,Email
CH-01-00352,Contoso Research 041,D068,Product return,01/20/2026,02/01/2026,807.80,Web
CH-01-00353,Northwind Logistics 048,D096,Technical support,01/04/2026,01/13/2026,162.00,Phone
CH-01-00354,Adventure Works Analytics 055,D089,Product return,01/03/2026,01/06/2026,234.50,Email
CH-01-00355,Fabrikam Services 062,D081,Account access,01/15/2026,01/17/2026,344.40,Email
CH-01-00356,Contoso Retial 069,D081,Account access,01/04/2026,01/05/2026,98.50,Phone
CH-01-00357,Northwind Digital 076,D090,Account access,01/23/2026,02/01/2026,200.70,Email
CH-01-00358,Adventure Works Research 083,D066,Product return,01/14/2026,01/18/2026,764.10,Web
CH-01-00359,Fabrikam Logistics 090,D098,Delivery enquiry,01/31/2026,02/05/2026,841.20,Phone
CH-01-00360,Contoso Analytics 097,D070,Warranty claim,01/21/2026,02/02/2026,208.20,Email
CH-01-00361,Northwind Srvcs 104,D064,Delivery enquiry,01/10/2026,01/13/2026,466.00,Email
CH-01-00362,Adventure Works Retail 111,D068,Technical support,01/25/2026,,92.00,Phone
CH-01-00363,Fabrikam Digital 118,D084,Warranty claim,01/18/2026,01/25/2026,372.70,Phone
CH-01-00364,Contoso Research 125,D073,Account access,01/15/2026,01/16/2026,660.60,Phone
CH-01-00365,Northwind Logistics 132,D105,Delivery enquiry,01/29/2026,02/05/2026,250.30,Email
CH-01-00366,Adventure Works Analytcs 139,D090,Account access,01/25/2026,02/04/2026,844.00,Web
CH-01-00367,Fabrikam Services 146,D027,Warranty claim,01/12/2026,01/22/2026,474.40,Email
CH-01-00368,Contoso Retail 153,D063,Delivery enquiry,01/18/2026,01/30/2026,503.20,Phone
CH-01-00369,Northwind Digital 160,D053,Warranty claim,01/06/2026,01/12/2026,653.00,Web
CH-01-00370,Adventure Works Research 167,D070,Technical support,01/22/2026,01/29/2026,159.70,Email
CH-01-00371,Fabrikam Logistics 174,D028,Technical support,01/31/2026,02/09/2026,685.70,Phone
CH-01-00372,Contoso Analytics 181,D102,Technical support,01/13/2026,01/23/2026,133.00,Phone
CH-01-00373,Unregistered Partner 08,D100,Technical support,01/05/2026,01/12/2026,792.20,Web
CH-01-00374,Adventure Works Retail 195,D080,Delivery enquiry,01/04/2026,01/15/2026,184.00,Phone
CH-01-00375,Fabrikam Digital 202,D036,Product return,01/27/2026,02/06/2026,676.10,Email
CH-01-00376,Contoso Research 209,D009,Account access,01/21/2026,01/30/2026,755.10,Phone
CH-01-00377,Northwind Logistics 216,D023,Account access,01/08/2026,01/17/2026,277.00,Phone
CH-01-00378,Imperial College London,D029,Warranty claim,01/25/2026,02/03/2026,383.10,Web
CH-01-00379,Fabrikam Digital 010,D060,Technical support,01/01/2026,01/04/2026,576.50,Phone
CH-01-00380,Contoso Research 017,D014,Delivery enquiry,01/23/2026,01/28/2026,38.90,Phone
CH-01-00381,Northwind Logistics 024,D083,Product return,01/31/2026,,408.00,Web
CH-01-00382,Adventure Works Analytics 031,D083,Account access,01/01/2026,01/08/2026,284.90,Email
CH-01-00383,Fabrikam Services 038,D060,Warranty claim,01/24/2026,02/04/2026,655.20,Phone
CH-01-00384,Contoso Retail 045,D022,Product return,01/31/2026,02/01/2026,35.80,Web
CH-01-00385,Northwind Digital 052,D010,Delivery enquiry,01/30/2026,01/31/2026,132.60,Phone
CH-01-00386,Adventure Works Research 059,D005,Warranty claim,01/07/2026,01/14/2026,10.10,Email
CH-01-00387,Fabrikam Logistics 066,D032,Account access,01/12/2026,01/15/2026,287.90,Email
CH-01-00388,Contoso Analytics 073,D085,Warranty claim,01/18/2026,01/20/2026,445.50,Web
CH-01-00389,Northwind Services 080,D110,Delivery enquiry,01/15/2026,01/24/2026,605.40,Email
CH-01-00390,Adventure Works Retail 087,D012,Product return,01/31/2026,02/06/2026,51.90,Email
CH-01-00391,Fabrikam Digitl 094,D076,Account access,01/20/2026,01/22/2026,418.10,Web
CH-01-00392,Contoso Research 101,D001,Technical support,01/21/2026,01/28/2026,773.70,Web
CH-01-00393,Northwind Logistics 108,D068,Technical support,01/22/2026,02/02/2026,317.00,Phone
CH-01-00394,Adventure Works Analytics 115,D085,Product return,01/03/2026,01/09/2026,618.70,Phone
CH-01-00395,Fabrikam Services 122,D078,Delivery enquiry,01/03/2026,01/14/2026,519.30,Email
CH-01-00396,Contoso Retial 129,D107,Product return,01/11/2026,01/16/2026,581.60,Web
CH-01-00397,Northwind Digital 136,D007,Warranty claim,01/26/2026,01/28/2026,488.00,Phone
CH-01-00398,Adventure Works Research 143,D025,Account access,01/05/2026,01/14/2026,656.90,Email
CH-01-00399,Fabrikam Logistics 150,D027,Account access,01/18/2026,01/23/2026,103.50,Phone
CH-01-00400,Contoso Analytics 157,D066,Account access,01/04/2026,,834.40,Phone
CH-01-00401,Northwind Srvcs 164,D097,Delivery enquiry,01/28/2026,02/05/2026,491.00,Phone
CH-01-00402,Adventure Works Retail 171,D068,Warranty claim,01/31/2026,02/08/2026,403.70,Email
CH-01-00403,Fabrikam Digital 178,D095,Delivery enquiry,01/05/2026,01/06/2026,501.90,Email
CH-01-00404,Unregistered Partner 05,D101,Warranty claim,01/18/2026,01/24/2026,693.30,Email
CH-01-00405,Northwind Logistics 192,D094,Warranty claim,01/28/2026,02/03/2026,252.80,Phone
CH-01-00406,Adventure Works Analytcs 199,D099,Delivery enquiry,01/18/2026,01/28/2026,800.90,Phone
CH-01-00407,Fabrikam Services 206,D035,Product return,01/28/2026,02/05/2026,350.10,Phone
CH-01-00408,Contoso Retail 213,D087,Delivery enquiry,01/25/2026,01/29/2026,457.40,Phone
CH-01-00409,Northwind Digital 220,D027,Delivery enquiry,01/28/2026,01/31/2026,844.60,Web
CH-01-00410,Fabrikam Retail Group,D064,Delivery enquiry,01/08/2026,01/20/2026,315.60,Email
CH-01-00411,Fabrikam Srvcs 014,D093,Warranty claim,01/02/2026,01/07/2026,682.40,Phone
CH-01-00412,Contoso Retail 021,D051,Product return,01/12/2026,01/19/2026,310.80,Web
CH-01-00413,Northwind Digital 028,D002,Account access,01/13/2026,01/25/2026,313.20,Web
CH-01-00414,Adventure Works Research 035,D003,Product return,01/21/2026,01/25/2026,436.50,Email
CH-01-00415,Fabrikam Logistics 042,D091,Product return,01/09/2026,01/18/2026,565.90,Web
CH-01-00416,Contoso Analytcs 049,D090,Account access,01/06/2026,01/12/2026,91.10,Phone
CH-01-00417,Northwind Services 056,D060,Account access,01/06/2026,01/08/2026,348.90,Email
CH-01-00418,Adventure Works Retail 063,D097,Account access,01/26/2026,02/02/2026,758.90,Email
CH-01-00419,Fabrikam Digital 070,D086,Warranty claim,01/12/2026,,741.90,Email
CH-01-00420,Contoso Research 077,D034,Account access,01/20/2026,01/29/2026,146.30,Email
CH-01-00421,Northwind Logistics 084,D028,Product return,01/14/2026,01/19/2026,592.80,Email
CH-01-00422,Adventure Works Analytics 091,D076,Product return,01/18/2026,01/29/2026,410.20,Email
CH-01-00423,Fabrikam Services 098,D094,Delivery enquiry,01/20/2026,01/31/2026,185.50,Phone
CH-01-00424,Contoso Retail 105,D062,Account access,01/09/2026,01/11/2026,265.60,Email
CH-01-00425,Northwind Digital 112,D056,Warranty claim,01/23/2026,01/26/2026,235.40,Email
CH-01-00426,Adventure Works Research 119,D020,Delivery enquiry,01/07/2026,01/18/2026,575.60,Phone
CH-01-00427,Fabrikam Logistics 126,D107,Account access,01/20/2026,01/28/2026,344.70,Email
CH-01-00428,Contoso Analytics 133,D058,Delivery enquiry,01/09/2026,01/14/2026,227.60,Web
CH-01-00429,Northwind Services 140,D005,Delivery enquiry,01/28/2026,02/05/2026,792.70,Web
CH-01-00430,Adventure Works Retail 147,D002,Technical support,01/01/2026,01/13/2026,24.30,Web
CH-01-00431,Fabrikam Digitl 154,D111,Technical support,01/25/2026,01/29/2026,412.50,Phone
CH-01-00432,Contoso Research 161,D073,Delivery enquiry,01/14/2026,01/20/2026,317.80,Email
CH-01-00433,Northwind Logistics 168,D043,Account access,01/04/2026,01/13/2026,831.10,Email
CH-01-00434,Adventure Works Analytics 175,D111,Technical support,01/04/2026,01/16/2026,248.90,Phone
CH-01-00435,Unregistered Partner 02,D006,Account access,01/20/2026,01/21/2026,678.40,Phone
CH-01-00436,Contoso Retial 189,D080,Warranty claim,01/08/2026,01/16/2026,784.20,Web
CH-01-00437,Northwind Digital 196,D019,Technical support,01/20/2026,01/26/2026,544.60,Web
CH-01-00438,Adventure Works Research 203,D078,Delivery enquiry,01/03/2026,,377.30,Phone
CH-01-00439,Fabrikam Logistics 210,D041,Delivery enquiry,01/03/2026,01/12/2026,534.00,Email
CH-01-00440,Contoso Analytics 217,D061,Account access,01/08/2026,01/16/2026,455.80,Email
CH-01-00441,Oxford Univ Press,D074,Product return,01/06/2026,01/18/2026,265.70,Web
CH-01-00442,Adventure Works Research 011,D085,Product return,01/14/2026,01/22/2026,327.10,Web
CH-01-00443,Fabrikam Logistics 018,D068,Delivery enquiry,01/16/2026,01/18/2026,672.30,Email
CH-01-00444,Contoso Analytics 025,D095,Product return,01/23/2026,02/01/2026,708.30,Email
CH-01-00445,Northwind Services 032,D056,Delivery enquiry,01/20/2026,01/28/2026,352.80,Phone
CH-01-00446,Adventure Works Retial 039,D112,Delivery enquiry,01/13/2026,01/17/2026,804.10,Web
CH-01-00447,Fabrikam Digital 046,D022,Technical support,01/09/2026,01/16/2026,27.70,Phone
CH-01-00448,Contoso Research 053,D053,Delivery enquiry,01/21/2026,01/25/2026,19.80,Web
CH-01-00449,Northwind Logistics 060,D075,Product return,01/25/2026,01/30/2026,556.00,Web
CH-01-00450,Adventure Works Analytics 067,D059,Account access,01/26/2026,02/04/2026,403.10,Email
CH-01-00451,Fabrikam Srvcs 074,D024,Product return,01/08/2026,01/11/2026,203.90,Web
CH-01-00452,Contoso Retail 081,D018,Warranty claim,01/08/2026,01/13/2026,613.90,Web
CH-01-00453,Northwind Digital 088,D009,Product return,01/02/2026,01/06/2026,132.00,Phone
CH-01-00454,Adventure Works Research 095,D001,Product return,01/15/2026,01/18/2026,153.50,Email
CH-01-00455,Fabrikam Logistics 102,D068,Technical support,01/19/2026,01/27/2026,392.40,Web
CH-01-00456,Contoso Analytcs 109,D004,Account access,01/09/2026,01/20/2026,30.30,Phone
CH-01-00457,Northwind Services 116,D063,Delivery enquiry,01/01/2026,,275.60,Email
CH-01-00458,Adventure Works Retail 123,D037,Delivery enquiry,01/02/2026,01/03/2026,475.30,Phone
CH-01-00459,Fabrikam Digital 130,D024,Delivery enquiry,01/06/2026,01/16/2026,726.90,Web
CH-01-00460,Contoso Research 137,D011,Delivery enquiry,01/20/2026,01/31/2026,141.50,Phone
CH-01-00461,Northwind Logistics 144,D053,Product return,01/06/2026,01/09/2026,532.80,Web
CH-01-00462,Adventure Works Analytics 151,D013,Warranty claim,01/02/2026,01/08/2026,306.80,Web
CH-01-00463,Fabrikam Services 158,D043,Delivery enquiry,01/22/2026,01/26/2026,144.80,Web
CH-01-00464,Contoso Retail 165,D004,Product return,01/05/2026,01/13/2026,233.20,Email
CH-01-00465,Northwind Digital 172,D060,Product return,01/21/2026,01/22/2026,294.00,Email
CH-01-00466,Unregistered Partner 89,D058,Product return,01/08/2026,01/15/2026,614.90,Phone
CH-01-00467,Fabrikam Logistics 186,D027,Warranty claim,01/09/2026,01/21/2026,790.10,Phone
CH-01-00468,Contoso Analytics 193,D031,Account access,01/09/2026,01/12/2026,713.00,Email
CH-01-00469,Northwind Services 200,D037,Warranty claim,01/26/2026,01/28/2026,138.20,Web
CH-01-00470,Adventure Works Retail 207,D013,Delivery enquiry,01/01/2026,01/05/2026,214.90,Email
CH-01-00471,Fabrikam Digitl 214,D003,Product return,01/17/2026,01/19/2026,685.90,Web
CH-01-00472,University of Oxford,D019,Warranty claim,01/11/2026,01/14/2026,551.60,Web
CH-01-00473,Adventure Works UK,D014,Warranty claim,01/29/2026,02/10/2026,700.80,Phone
CH-01-00474,Adventure Works Retail 015,D015,Technical support,01/26/2026,02/05/2026,621.80,Email
CH-01-00475,Fabrikam Digital 022,D049,Account access,01/11/2026,01/17/2026,352.60,Email
CH-01-00476,Contoso Research 029,D021,Product return,01/24/2026,,346.60,Phone
CH-01-00477,Northwind Logistics 036,D021,Product return,01/26/2026,01/29/2026,69.80,Email
CH-01-00478,Adventure Works Analytics 043,D070,Technical support,01/03/2026,01/07/2026,35.50,Phone
CH-01-00479,Fabrikam Services 050,D056,Account access,01/27/2026,01/28/2026,461.70,Email
CH-01-00480,Contoso Retail 057,D103,Technical support,01/29/2026,02/02/2026,462.20,Email
CH-01-00481,Northwind Digitl 064,D098,Technical support,01/22/2026,01/28/2026,430.30,Web
CH-01-00482,Adventure Works Research 071,D074,Delivery enquiry,01/05/2026,01/10/2026,90.00,Email
CH-01-00483,Fabrikam Logistics 078,D102,Technical support,01/15/2026,01/18/2026,366.50,Email
CH-01-00484,Contoso Analytics 085,D101,Warranty claim,01/12/2026,01/15/2026,343.60,Email
CH-01-00485,Northwind Services 092,D079,Product return,01/09/2026,01/10/2026,645.10,Phone
CH-01-00486,Adventure Works Retial 099,D094,Account access,01/28/2026,01/29/2026,591.10,Phone
CH-01-00487,Fabrikam Digital 106,D086,Account access,01/24/2026,01/31/2026,54.30,Email
CH-01-00488,Contoso Research 113,D015,Product return,01/14/2026,01/18/2026,345.80,Email
CH-01-00489,Northwind Logistics 120,D109,Delivery enquiry,01/14/2026,01/17/2026,546.00,Email
CH-01-00490,Adventure Works Analytics 127,D017,Product return,01/22/2026,02/02/2026,222.40,Email
CH-01-00491,Fabrikam Srvcs 134,D007,Delivery enquiry,01/14/2026,01/16/2026,285.70,Web
CH-01-00492,Contoso Retail 141,D019,Technical support,01/26/2026,02/02/2026,110.60,Web
CH-01-00493,Northwind Digital 148,D096,Technical support,01/12/2026,01/15/2026,32.00,Phone
CH-01-00494,Adventure Works Research 155,D034,Account access,01/26/2026,02/02/2026,802.50,Web
CH-01-00495,Fabrikam Logistics 162,D003,Delivery enquiry,01/30/2026,,346.40,Email
CH-01-00496,Contoso Analytcs 169,D007,Technical support,01/16/2026,01/20/2026,550.80,Phone
CH-01-00497,Unregistered Partner 86,D044,Account access,01/17/2026,01/28/2026,744.70,Web
CH-01-00498,Adventure Works Retail 183,D021,Technical support,01/07/2026,01/12/2026,844.00,Phone
CH-01-00499,Fabrikam Digital 190,D022,Product return,01/05/2026,01/11/2026,794.50,Email
CH-01-00500,Contoso Research 197,D105,Warranty claim,01/15/2026,01/22/2026,22.20,Web
CH-01-00501,Northwind Logistics 204,D061,Product return,01/18/2026,01/27/2026,89.80,Email
CH-01-00502,Adventure Works Analytics 211,D018,Warranty claim,01/02/2026,01/08/2026,279.20,Web
CH-01-00503,Fabrikam Services 218,D069,Product return,01/13/2026,01/17/2026,507.10,Email
CH-01-00504,Contoso Oxford Trading,D100,Technical support,01/27/2026,02/04/2026,586.20,Web
CH-01-00505,Northwind Logistics 012,D066,Delivery enquiry,01/09/2026,01/20/2026,381.50,Phone
CH-01-00506,Adventure Works Analytcs 019,D026,Account access,01/16/2026,01/23/2026,378.70,Web
CH-01-00507,Fabrikam Services 026,D096,Delivery enquiry,01/27/2026,02/04/2026,376.10,Email
CH-01-00508,Contoso Retail 033,D017,Product return,01/31/2026,02/01/2026,307.30,Phone
CH-01-00509,Northwind Digital 040,D023,Warranty claim,01/19/2026,01/27/2026,29.60,Email
CH-01-00510,Adventure Works Research 047,D011,Warranty claim,01/12/2026,01/15/2026,143.70,Phone
CH-01-00511,Fabrikam Logistics 054,D099,Technical support,01/30/2026,02/07/2026,299.80,Email
CH-01-00512,Contoso Analytics 061,D033,Delivery enquiry,01/14/2026,01/17/2026,25.50,Web
CH-01-00513,Northwind Services 068,D055,Delivery enquiry,01/13/2026,01/14/2026,749.10,Email
CH-01-00514,Adventure Works Retail 075,D106,Technical support,01/18/2026,,385.70,Phone
CH-01-00515,Fabrikam Digital 082,D030,Product return,01/14/2026,01/25/2026,378.50,Phone
CH-01-00516,Contoso Research 089,D089,Technical support,01/29/2026,02/09/2026,289.20,Phone
CH-01-00517,Northwind Logistics 096,D069,Delivery enquiry,01/18/2026,01/30/2026,209.00,Phone
CH-01-00518,Adventure Works Analytics 103,D028,Account access,01/14/2026,01/26/2026,629.30,Phone
CH-01-00519,Fabrikam Services 110,D102,Product return,01/02/2026,01/05/2026,816.50,Phone
CH-01-00520,Contoso Retail 117,D025,Delivery enquiry,01/07/2026,01/18/2026,523.60,Phone
CH-01-00521,Northwind Digitl 124,D028,Delivery enquiry,01/04/2026,01/16/2026,231.80,Phone
CH-01-00522,Adventure Works Research 131,D002,Delivery enquiry,01/15/2026,01/26/2026,52.50,Web
CH-01-00523,Fabrikam Logistics 138,D102,Account access,01/28/2026,02/01/2026,405.70,Phone
CH-01-00524,Contoso Analytics 145,D002,Account access,01/18/2026,01/30/2026,280.70,Web
CH-01-00525,Northwind Services 152,D038,Technical support,01/27/2026,02/07/2026,312.60,Phone
CH-01-00526,Adventure Works Retial 159,D091,Technical support,01/24/2026,01/30/2026,241.20,Email
CH-01-00527,Fabrikam Digital 166,D060,Delivery enquiry,01/23/2026,01/26/2026,394.90,Web
CH-01-00528,Unregistered Partner 83,D088,Product return,01/22/2026,01/30/2026,791.80,Email
CH-01-00529,Northwind Logistics 180,D038,Account access,01/08/2026,01/12/2026,223.20,Phone
CH-01-00530,Adventure Works Analytics 187,D022,Product return,01/02/2026,01/14/2026,261.80,Email
CH-01-00531,Fabrikam Srvcs 194,D064,Technical support,01/31/2026,02/10/2026,15.20,Email
CH-01-00532,Contoso Retail 201,D036,Warranty claim,01/10/2026,01/19/2026,620.20,Phone
CH-01-00533,Northwind Digital 208,D097,Technical support,01/13/2026,,498.90,Email
CH-01-00534,Adventure Works Research 215,D082,Delivery enquiry,01/29/2026,02/02/2026,645.90,Email
CH-01-00535,University of Cambridge,D081,Warranty claim,01/22/2026,01/25/2026,538.60,Web
CH-01-00536,Contoso Retial 009,D087,Technical support,01/26/2026,02/02/2026,236.60,Email
CH-01-00537,Northwind Digital 016,D076,Delivery enquiry,01/31/2026,02/01/2026,202.40,Email
CH-01-00538,Adventure Works Research 023,D004,Account access,01/17/2026,01/18/2026,67.80,Phone
CH-01-00539,Fabrikam Logistics 030,D065,Technical support,01/29/2026,02/06/2026,187.00,Web
CH-01-00540,Contoso Analytics 037,D074,Product return,01/22/2026,01/26/2026,330.70,Phone
CH-01-00541,Northwind Srvcs 044,D050,Account access,01/27/2026,02/01/2026,441.00,Phone
CH-01-00542,Adventure Works Retail 051,D079,Product return,01/30/2026,02/10/2026,729.80,Email
CH-01-00543,Fabrikam Digital 058,D077,Product return,01/01/2026,01/12/2026,137.90,Web
CH-01-00544,Contoso Research 065,D013,Technical support,01/01/2026,01/05/2026,163.20,Email
CH-01-00545,Northwind Logistics 072,D067,Warranty claim,01/14/2026,01/24/2026,737.90,Phone
CH-01-00546,Adventure Works Analytcs 079,D055,Product return,01/07/2026,01/14/2026,352.80,Email
CH-01-00547,Fabrikam Services 086,D015,Warranty claim,01/05/2026,01/13/2026,678.80,Phone
CH-01-00548,Contoso Retail 093,D001,Account access,01/03/2026,01/14/2026,388.30,Email
CH-01-00549,Northwind Digital 100,D019,Product return,01/26/2026,01/27/2026,690.40,Web
CH-01-00550,Adventure Works Research 107,D058,Delivery enquiry,01/30/2026,02/05/2026,443.70,Email
CH-01-00551,Fabrikam Logistics 114,D093,Technical support,01/12/2026,01/19/2026,292.50,Web
CH-01-00552,Contoso Analytics 121,D030,Account access,01/31/2026,,247.90,Phone
CH-01-00553,Northwind Services 128,D039,Warranty claim,01/23/2026,01/28/2026,19.40,Web
CH-01-00554,Adventure Works Retail 135,D050,Delivery enquiry,01/16/2026,01/18/2026,662.90,Email
CH-01-00555,Fabrikam Digital 142,D078,Product return,01/20/2026,01/31/2026,609.70,Email
CH-01-00556,Contoso Research 149,D111,Technical support,01/12/2026,01/14/2026,225.80,Phone
CH-01-00557,Northwind Logistics 156,D041,Warranty claim,01/28/2026,01/31/2026,744.80,Phone
CH-01-00558,Adventure Works Analytics 163,D105,Delivery enquiry,01/20/2026,01/30/2026,216.90,Phone
CH-01-00559,Unregistered Partner 80,D108,Account access,01/09/2026,01/19/2026,571.60,Email
CH-01-00560,Contoso Retail 177,D090,Warranty claim,01/13/2026,01/19/2026,335.10,Phone
CH-01-00561,Northwind Digitl 184,D046,Warranty claim,01/30/2026,02/02/2026,288.50,Web
CH-01-00562,Adventure Works Research 191,D106,Account access,01/28/2026,02/08/2026,803.70,Phone
CH-01-00563,Fabrikam Logistics 198,D074,Warranty claim,01/14/2026,01/23/2026,428.50,Web
CH-01-00564,Contoso Analytics 205,D001,Technical support,01/06/2026,01/18/2026,52.70,Email
CH-01-00565,Northwind Services 212,D084,Technical support,01/17/2026,01/24/2026,74.80,Web
CH-01-00566,Adventure Works Retial 219,D057,Product return,01/04/2026,01/05/2026,304.60,Web
CH-01-00567,Contoso Oxford Traders,D077,Account access,01/14/2026,01/20/2026,821.10,Web
CH-01-00568,Contoso Analytics 013,D054,Product return,01/26/2026,01/31/2026,834.30,Email
CH-01-00569,Northwind Services 020,D092,Product return,01/05/2026,01/07/2026,132.30,Email
