DepartmentID,Month,RequestType,ExtractBatch,NumberOfRequests
D023,2026-02-01,Delivery enquiry,B1,24
D023,2026-02-01,Delivery enquiry,B2,20
D023,2026-02-01,Product return,B1,10
D023,2026-02-01,Product return,B2,14
D023,2026-02-01,Warranty claim,B1,16
D023,2026-02-01,Warranty claim,B2,12
D023,2026-02-01,Account access,B1,6
D023,2026-02-01,Account access,B2,7
D023,2026-02-01,Technical support,B1,14
D023,2026-02-01,Technical support,B2,22
D023,2026-03-01,Delivery enquiry,B1,17
D023,2026-03-01,Delivery enquiry,B2,19
D023,2026-03-01,Product return,B1,8
D023,2026-03-01,Product return,B2,18
D023,2026-03-01,Warranty claim,B1,15
D023,2026-03-01,Warranty claim,B2,16
D023,2026-03-01,Account access,B1,10
D023,2026-03-01,Account access,B2,21
D023,2026-03-01,Technical support,B1,22
D023,2026-03-01,Technical support,B2,23
D024,2026-01-01,Delivery enquiry,B1,24
D024,2026-01-01,Delivery enquiry,B2,16
D024,2026-01-01,Product return,B1,1
D024,2026-01-01,Product return,B2,23
D024,2026-01-01,Warranty claim,B1,18
D024,2026-01-01,Warranty claim,B2,8
D024,2026-01-01,Account access,B1,4
D024,2026-01-01,Account access,B2,7
D024,2026-01-01,Technical support,B1,9
D024,2026-01-01,Technical support,B2,17
D024,2026-02-01,Delivery enquiry,B1,11
D024,2026-02-01,Delivery enquiry,B2,4
D024,2026-02-01,Product return,B1,14
D024,2026-02-01,Product return,B2,21
D024,2026-02-01,Warranty claim,B1,2
D024,2026-02-01,Warranty claim,B2,23
D024,2026-02-01,Account access,B1,24
D024,2026-02-01,Account access,B2,7
D024,2026-02-01,Technical support,B1,21
D024,2026-02-01,Technical support,B2,8
D024,2026-03-01,Delivery enquiry,B1,4
D024,2026-03-01,Delivery enquiry,B2,21
D024,2026-03-01,Product return,B1,20
D024,2026-03-01,Product return,B2,5
D024,2026-03-01,Warranty claim,B1,3
D024,2026-03-01,Warranty claim,B2,19
D024,2026-03-01,Account access,B1,9
D024,2026-03-01,Account access,B2,3
D024,2026-03-01,Technical support,B1,5
D024,2026-03-01,Technical support,B2,14
D025,2026-01-01,Delivery enquiry,B1,2
D025,2026-01-01,Delivery enquiry,B2,22
D025,2026-01-01,Product return,B1,6
D025,2026-01-01,Product return,B2,1
D025,2026-01-01,Warranty claim,B1,21
D025,2026-01-01,Warranty claim,B2,10
D025,2026-01-01,Account access,B1,6
D025,2026-01-01,Account access,B2,12
D025,2026-01-01,Technical support,B1,10
D025,2026-01-01,Technical support,B2,24
D025,2026-02-01,Delivery enquiry,B1,5
D025,2026-02-01,Delivery enquiry,B2,4
D025,2026-02-01,Product return,B1,19
D025,2026-02-01,Product return,B2,2
D025,2026-02-01,Warranty claim,B1,12
D025,2026-02-01,Warranty claim,B2,14
D025,2026-02-01,Account access,B1,4
D025,2026-02-01,Account access,B2,15
D025,2026-02-01,Technical support,B1,12
D025,2026-02-01,Technical support,B2,6
D025,2026-03-01,Delivery enquiry,B1,5
D025,2026-03-01,Delivery enquiry,B2,15
D025,2026-03-01,Product return,B1,14
D025,2026-03-01,Product return,B2,11
D025,2026-03-01,Warranty claim,B1,10
D025,2026-03-01,Warranty claim,B2,23
D025,2026-03-01,Account access,B1,5
D025,2026-03-01,Account access,B2,9
D025,2026-03-01,Technical support,B1,6
D025,2026-03-01,Technical support,B2,24
D026,2026-01-01,Delivery enquiry,B1,4
D026,2026-01-01,Delivery enquiry,B2,2
D026,2026-01-01,Product return,B1,6
D026,2026-01-01,Product return,B2,21
D026,2026-01-01,Warranty claim,B1,14
D026,2026-01-01,Warranty claim,B2,7
D026,2026-01-01,Account access,B1,2
D026,2026-01-01,Account access,B2,15
D026,2026-01-01,Technical support,B1,9
D026,2026-01-01,Technical support,B2,19
D026,2026-02-01,Delivery enquiry,B1,13
D026,2026-02-01,Delivery enquiry,B2,5
D026,2026-02-01,Product return,B1,18
D026,2026-02-01,Product return,B2,18
D026,2026-02-01,Warranty claim,B1,16
D026,2026-02-01,Warranty claim,B2,6
D026,2026-02-01,Account access,B1,23
D026,2026-02-01,Account access,B2,8
D026,2026-02-01,Technical support,B1,22
D026,2026-02-01,Technical support,B2,23
D026,2026-03-01,Delivery enquiry,B1,23
D026,2026-03-01,Delivery enquiry,B2,3
D026,2026-03-01,Product return,B1,10
D026,2026-03-01,Product return,B2,19
D026,2026-03-01,Warranty claim,B1,11
D026,2026-03-01,Warranty claim,B2,22
D026,2026-03-01,Account access,B1,24
D026,2026-03-01,Account access,B2,16
D026,2026-03-01,Technical support,B1,23
D026,2026-03-01,Technical support,B2,23
D027,2026-01-01,Delivery enquiry,B1,15
D027,2026-01-01,Delivery enquiry,B2,16
D027,2026-01-01,Product return,B1,20
D027,2026-01-01,Product return,B2,8
D027,2026-01-01,Warranty claim,B1,2
D027,2026-01-01,Warranty claim,B2,12
D027,2026-01-01,Account access,B1,18
D027,2026-01-01,Account access,B2,20
D027,2026-01-01,Technical support,B1,20
D027,2026-01-01,Technical support,B2,18
D027,2026-02-01,Delivery enquiry,B1,5
D027,2026-02-01,Delivery enquiry,B2,5
D027,2026-02-01,Product return,B1,20
D027,2026-02-01,Product return,B2,3
D027,2026-02-01,Warranty claim,B1,14
D027,2026-02-01,Warranty claim,B2,18
D027,2026-02-01,Account access,B1,18
D027,2026-02-01,Account access,B2,17
D027,2026-02-01,Technical support,B1,10
D027,2026-02-01,Technical support,B2,5
D027,2026-03-01,Delivery enquiry,B1,22
D027,2026-03-01,Delivery enquiry,B2,14
D027,2026-03-01,Product return,B1,12
D027,2026-03-01,Product return,B2,8
D027,2026-03-01,Warranty claim,B1,5
D027,2026-03-01,Warranty claim,B2,23
D027,2026-03-01,Account access,B1,3
D027,2026-03-01,Account access,B2,12
D027,2026-03-01,Technical support,B1,4
D027,2026-03-01,Technical support,B2,11
D028,2026-01-01,Delivery enquiry,B1,16
D028,2026-01-01,Delivery enquiry,B2,8
D028,2026-01-01,Product return,B1,22
D028,2026-01-01,Product return,B2,10
D028,2026-01-01,Warranty claim,B1,1
D028,2026-01-01,Warranty claim,B2,23
D028,2026-01-01,Account access,B1,14
D028,2026-01-01,Account access,B2,19
D028,2026-01-01,Technical support,B1,21
D028,2026-01-01,Technical support,B2,20
D028,2026-02-01,Delivery enquiry,B1,20
D028,2026-02-01,Delivery enquiry,B2,11
D028,2026-02-01,Product return,B1,18
D028,2026-02-01,Product return,B2,19
D028,2026-02-01,Warranty claim,B1,12
D028,2026-02-01,Warranty claim,B2,13
D028,2026-02-01,Account access,B1,8
D028,2026-02-01,Account access,B2,24
D028,2026-02-01,Technical support,B1,16
D028,2026-02-01,Technical support,B2,14
D028,2026-03-01,Delivery enquiry,B1,12
D028,2026-03-01,Delivery enquiry,B2,22
D028,2026-03-01,Product return,B1,3
D028,2026-03-01,Product return,B2,9
D028,2026-03-01,Warranty claim,B1,17
D028,2026-03-01,Warranty claim,B2,9
D028,2026-03-01,Account access,B1,20
D028,2026-03-01,Account access,B2,22
D028,2026-03-01,Technical support,B1,13
D028,2026-03-01,Technical support,B2,16
D029,2026-01-01,Delivery enquiry,B1,4
D029,2026-01-01,Delivery enquiry,B2,9
D029,2026-01-01,Product return,B1,16
D029,2026-01-01,Product return,B2,17
D029,2026-01-01,Warranty claim,B1,14
D029,2026-01-01,Warranty claim,B2,16
D029,2026-01-01,Account access,B1,19
D029,2026-01-01,Account access,B2,7
D029,2026-01-01,Technical support,B1,3
D029,2026-01-01,Technical support,B2,2
D029,2026-02-01,Delivery enquiry,B1,13
D029,2026-02-01,Delivery enquiry,B2,11
D029,2026-02-01,Product return,B1,11
D029,2026-02-01,Product return,B2,21
D029,2026-02-01,Warranty claim,B1,14
D029,2026-02-01,Warranty claim,B2,21
D029,2026-02-01,Account access,B1,12
D029,2026-02-01,Account access,B2,3
D029,2026-02-01,Technical support,B1,12
D029,2026-02-01,Technical support,B2,16
D029,2026-03-01,Delivery enquiry,B1,7
D029,2026-03-01,Delivery enquiry,B2,1
D029,2026-03-01,Product return,B1,24
D029,2026-03-01,Product return,B2,19
D029,2026-03-01,Warranty claim,B1,18
D029,2026-03-01,Warranty claim,B2,12
D029,2026-03-01,Account access,B1,17
D029,2026-03-01,Account access,B2,13
D029,2026-03-01,Technical support,B1,6
D029,2026-03-01,Technical support,B2,18
D030,2026-01-01,Delivery enquiry,B1,11
D030,2026-01-01,Delivery enquiry,B2,23
D030,2026-01-01,Product return,B1,4
D030,2026-01-01,Product return,B2,5
D030,2026-01-01,Warranty claim,B1,5
D030,2026-01-01,Warranty claim,B2,18
D030,2026-01-01,Account access,B1,4
D030,2026-01-01,Account access,B2,19
D030,2026-01-01,Technical support,B1,5
D030,2026-01-01,Technical support,B2,5
D030,2026-02-01,Delivery enquiry,B1,8
D030,2026-02-01,Delivery enquiry,B2,21
D030,2026-02-01,Product return,B1,20
D030,2026-02-01,Product return,B2,17
D030,2026-02-01,Warranty claim,B1,13
D030,2026-02-01,Warranty claim,B2,19
D030,2026-02-01,Account access,B1,24
D030,2026-02-01,Account access,B2,19
D030,2026-02-01,Technical support,B1,15
D030,2026-02-01,Technical support,B2,7
D030,2026-03-01,Delivery enquiry,B1,13
D030,2026-03-01,Delivery enquiry,B2,6
D030,2026-03-01,Product return,B1,10
D030,2026-03-01,Product return,B2,4
D030,2026-03-01,Warranty claim,B1,1
D030,2026-03-01,Warranty claim,B2,21
D030,2026-03-01,Account access,B1,9
D030,2026-03-01,Account access,B2,8
D030,2026-03-01,Technical support,B1,23
D030,2026-03-01,Technical support,B2,2
D031,2026-01-01,Delivery enquiry,B1,19
D031,2026-01-01,Delivery enquiry,B2,6
D031,2026-01-01,Product return,B1,5
D031,2026-01-01,Product return,B2,2
D031,2026-01-01,Warranty claim,B1,4
D031,2026-01-01,Warranty claim,B2,12
D031,2026-01-01,Account access,B1,11
D031,2026-01-01,Account access,B2,9
D031,2026-01-01,Technical support,B1,10
D031,2026-01-01,Technical support,B2,5
D031,2026-02-01,Delivery enquiry,B1,18
D031,2026-02-01,Delivery enquiry,B2,7
D031,2026-02-01,Product return,B1,5
D031,2026-02-01,Product return,B2,22
D031,2026-02-01,Warranty claim,B1,4
D031,2026-02-01,Warranty claim,B2,12
D031,2026-02-01,Account access,B1,16
D031,2026-02-01,Account access,B2,9
D031,2026-02-01,Technical support,B1,23
D031,2026-02-01,Technical support,B2,2
D031,2026-03-01,Delivery enquiry,B1,12
D031,2026-03-01,Delivery enquiry,B2,6
D031,2026-03-01,Product return,B1,21
D031,2026-03-01,Product return,B2,17
D031,2026-03-01,Warranty claim,B1,24
D031,2026-03-01,Warranty claim,B2,4
D031,2026-03-01,Account access,B1,20
D031,2026-03-01,Account access,B2,18
D031,2026-03-01,Technical support,B1,22
D031,2026-03-01,Technical support,B2,14
D032,2026-01-01,Delivery enquiry,B1,12
D032,2026-01-01,Delivery enquiry,B2,2
D032,2026-01-01,Product return,B1,13
D032,2026-01-01,Product return,B2,14
D032,2026-01-01,Warranty claim,B1,23
D032,2026-01-01,Warranty claim,B2,23
D032,2026-01-01,Account access,B1,21
D032,2026-01-01,Account access,B2,12
D032,2026-01-01,Technical support,B1,14
D032,2026-01-01,Technical support,B2,24
D032,2026-02-01,Delivery enquiry,B1,23
D032,2026-02-01,Delivery enquiry,B2,8
D032,2026-02-01,Product return,B1,23
D032,2026-02-01,Product return,B2,18
D032,2026-02-01,Warranty claim,B1,1
D032,2026-02-01,Warranty claim,B2,7
D032,2026-02-01,Account access,B1,14
D032,2026-02-01,Account access,B2,15
D032,2026-02-01,Technical support,B1,20
D032,2026-02-01,Technical support,B2,8
D032,2026-03-01,Delivery enquiry,B1,6
D032,2026-03-01,Delivery enquiry,B2,11
D032,2026-03-01,Product return,B1,14
D032,2026-03-01,Product return,B2,20
D032,2026-03-01,Warranty claim,B1,22
D032,2026-03-01,Warranty claim,B2,11
D032,2026-03-01,Account access,B1,2
D032,2026-03-01,Account access,B2,5
D032,2026-03-01,Technical support,B1,19
D032,2026-03-01,Technical support,B2,17
D033,2026-01-01,Delivery enquiry,B1,15
D033,2026-01-01,Delivery enquiry,B2,3
D033,2026-01-01,Product return,B1,17
D033,2026-01-01,Product return,B2,12
D033,2026-01-01,Warranty claim,B1,3
D033,2026-01-01,Warranty claim,B2,12
D033,2026-01-01,Account access,B1,11
D033,2026-01-01,Account access,B2,12
D033,2026-01-01,Technical support,B1,24
D033,2026-01-01,Technical support,B2,9
D033,2026-02-01,Delivery enquiry,B1,16
D033,2026-02-01,Delivery enquiry,B2,10
D033,2026-02-01,Product return,B1,16
D033,2026-02-01,Product return,B2,13
D033,2026-02-01,Warranty claim,B1,16
D033,2026-02-01,Warranty claim,B2,10
D033,2026-02-01,Account access,B1,13
D033,2026-02-01,Account access,B2,8
D033,2026-02-01,Technical support,B1,10
D033,2026-02-01,Technical support,B2,19
D033,2026-03-01,Delivery enquiry,B1,16
D033,2026-03-01,Delivery enquiry,B2,24
D033,2026-03-01,Product return,B1,6
D033,2026-03-01,Product return,B2,16
D033,2026-03-01,Warranty claim,B1,4
D033,2026-03-01,Warranty claim,B2,21
D033,2026-03-01,Account access,B1,22
D033,2026-03-01,Account access,B2,2
D033,2026-03-01,Technical support,B1,18
D033,2026-03-01,Technical support,B2,11
D034,2026-01-01,Delivery enquiry,B1,15
D034,2026-01-01,Delivery enquiry,B2,16
D034,2026-01-01,Product return,B1,24
D034,2026-01-01,Product return,B2,6
D034,2026-01-01,Warranty claim,B1,12
D034,2026-01-01,Warranty claim,B2,6
D034,2026-01-01,Account access,B1,16
D034,2026-01-01,Account access,B2,6
D034,2026-01-01,Technical support,B1,8
D034,2026-01-01,Technical support,B2,21
D034,2026-02-01,Delivery enquiry,B1,23
D034,2026-02-01,Delivery enquiry,B2,21
D034,2026-02-01,Product return,B1,19
D034,2026-02-01,Product return,B2,20
D034,2026-02-01,Warranty claim,B1,10
D034,2026-02-01,Warranty claim,B2,8
D034,2026-02-01,Account access,B1,22
D034,2026-02-01,Account access,B2,18
D034,2026-02-01,Technical support,B1,15
D034,2026-02-01,Technical support,B2,15
D034,2026-03-01,Delivery enquiry,B1,14
D034,2026-03-01,Delivery enquiry,B2,14
D034,2026-03-01,Product return,B1,10
D034,2026-03-01,Product return,B2,1
D034,2026-03-01,Warranty claim,B1,2
D034,2026-03-01,Warranty claim,B2,18
D034,2026-03-01,Account access,B1,10
D034,2026-03-01,Account access,B2,18
D034,2026-03-01,Technical support,B1,6
D034,2026-03-01,Technical support,B2,20
D035,2026-01-01,Delivery enquiry,B1,4
D035,2026-01-01,Delivery enquiry,B2,3
D035,2026-01-01,Product return,B1,3
D035,2026-01-01,Product return,B2,3
D035,2026-01-01,Warranty claim,B1,23
D035,2026-01-01,Warranty claim,B2,10
D035,2026-01-01,Account access,B1,4
D035,2026-01-01,Account access,B2,3
D035,2026-01-01,Technical support,B1,22
D035,2026-01-01,Technical support,B2,16
D035,2026-02-01,Delivery enquiry,B1,17
D035,2026-02-01,Delivery enquiry,B2,9
D035,2026-02-01,Product return,B1,1
D035,2026-02-01,Product return,B2,15
D035,2026-02-01,Warranty claim,B1,23
D035,2026-02-01,Warranty claim,B2,17
D035,2026-02-01,Account access,B1,4
D035,2026-02-01,Account access,B2,4
D035,2026-02-01,Technical support,B1,20
D035,2026-02-01,Technical support,B2,22
D035,2026-03-01,Delivery enquiry,B1,14
D035,2026-03-01,Delivery enquiry,B2,1
D035,2026-03-01,Product return,B1,8
D035,2026-03-01,Product return,B2,10
D035,2026-03-01,Warranty claim,B1,21
D035,2026-03-01,Warranty claim,B2,20
D035,2026-03-01,Account access,B1,14
D035,2026-03-01,Account access,B2,18
D035,2026-03-01,Technical support,B1,6
D035,2026-03-01,Technical support,B2,17
D036,2026-01-01,Delivery enquiry,B1,2
D036,2026-01-01,Delivery enquiry,B2,2
D036,2026-01-01,Product return,B1,15
D036,2026-01-01,Product return,B2,11
D036,2026-01-01,Warranty claim,B1,10
D036,2026-01-01,Warranty claim,B2,9
D036,2026-01-01,Account access,B1,17
D036,2026-01-01,Account access,B2,8
D036,2026-01-01,Technical support,B1,13
D036,2026-01-01,Technical support,B2,18
D036,2026-02-01,Delivery enquiry,B1,6
D036,2026-02-01,Delivery enquiry,B2,23
D036,2026-02-01,Product return,B1,12
D036,2026-02-01,Product return,B2,10
D036,2026-02-01,Warranty claim,B1,9
D036,2026-02-01,Warranty claim,B2,1
D036,2026-02-01,Account access,B1,3
D036,2026-02-01,Account access,B2,2
D036,2026-02-01,Technical support,B1,23
D036,2026-02-01,Technical support,B2,12
D036,2026-03-01,Delivery enquiry,B1,21
D036,2026-03-01,Delivery enquiry,B2,16
D036,2026-03-01,Product return,B1,3
D036,2026-03-01,Product return,B2,16
D036,2026-03-01,Warranty claim,B1,11
D036,2026-03-01,Warranty claim,B2,17
D036,2026-03-01,Account access,B1,10
D036,2026-03-01,Account access,B2,2
D036,2026-03-01,Technical support,B1,6
D036,2026-03-01,Technical support,B2,22
D037,2026-01-01,Delivery enquiry,B1,9
D037,2026-01-01,Delivery enquiry,B2,19
D037,2026-01-01,Product return,B1,15
D037,2026-01-01,Product return,B2,20
D037,2026-01-01,Warranty claim,B1,9
D037,2026-01-01,Warranty claim,B2,16
D037,2026-01-01,Account access,B1,17
D037,2026-01-01,Account access,B2,5
D037,2026-01-01,Technical support,B1,19
D037,2026-01-01,Technical support,B2,24
D037,2026-02-01,Delivery enquiry,B1,20
D037,2026-02-01,Delivery enquiry,B2,17
D037,2026-02-01,Product return,B1,14
D037,2026-02-01,Product return,B2,23
D037,2026-02-01,Warranty claim,B1,10
D037,2026-02-01,Warranty claim,B2,12
D037,2026-02-01,Account access,B1,21
D037,2026-02-01,Account access,B2,5
D037,2026-02-01,Technical support,B1,5
D037,2026-02-01,Technical support,B2,6
D037,2026-03-01,Delivery enquiry,B1,22
D037,2026-03-01,Delivery enquiry,B2,21
D037,2026-03-01,Product return,B1,16
D037,2026-03-01,Product return,B2,9
D037,2026-03-01,Warranty claim,B1,3
D037,2026-03-01,Warranty claim,B2,22
D037,2026-03-01,Account access,B1,5
D037,2026-03-01,Account access,B2,16
D037,2026-03-01,Technical support,B1,23
D037,2026-03-01,Technical support,B2,3
D038,2026-01-01,Delivery enquiry,B1,7
D038,2026-01-01,Delivery enquiry,B2,15
D038,2026-01-01,Product return,B1,12
D038,2026-01-01,Product return,B2,17
D038,2026-01-01,Warranty claim,B1,1
D038,2026-01-01,Warranty claim,B2,8
D038,2026-01-01,Account access,B1,21
D038,2026-01-01,Account access,B2,24
D038,2026-01-01,Technical support,B1,12
D038,2026-01-01,Technical support,B2,1
D038,2026-02-01,Delivery enquiry,B1,3
D038,2026-02-01,Delivery enquiry,B2,17
D038,2026-02-01,Product return,B1,18
D038,2026-02-01,Product return,B2,11
D038,2026-02-01,Warranty claim,B1,8
D038,2026-02-01,Warranty claim,B2,24
D038,2026-02-01,Account access,B1,17
D038,2026-02-01,Account access,B2,10
D038,2026-02-01,Technical support,B1,7
D038,2026-02-01,Technical support,B2,24
D038,2026-03-01,Delivery enquiry,B1,2
D038,2026-03-01,Delivery enquiry,B2,23
D038,2026-03-01,Product return,B1,5
D038,2026-03-01,Product return,B2,18
D038,2026-03-01,Warranty claim,B1,24
D038,2026-03-01,Warranty claim,B2,3
D038,2026-03-01,Account access,B1,22
D038,2026-03-01,Account access,B2,10
D038,2026-03-01,Technical support,B1,5
D038,2026-03-01,Technical support,B2,11
D039,2026-01-01,Delivery enquiry,B1,2
D039,2026-01-01,Delivery enquiry,B2,20
D039,2026-01-01,Product return,B1,16
D039,2026-01-01,Product return,B2,10
D039,2026-01-01,Warranty claim,B1,24
D039,2026-01-01,Warranty claim,B2,1
D039,2026-01-01,Account access,B1,10
D039,2026-01-01,Account access,B2,6
D039,2026-01-01,Technical support,B1,15
D039,2026-01-01,Technical support,B2,18
D039,2026-02-01,Delivery enquiry,B1,11
D039,2026-02-01,Delivery enquiry,B2,2
D039,2026-02-01,Product return,B1,21
D039,2026-02-01,Product return,B2,23
D039,2026-02-01,Warranty claim,B1,11
D039,2026-02-01,Warranty claim,B2,7
D039,2026-02-01,Account access,B1,16
D039,2026-02-01,Account access,B2,21
D039,2026-02-01,Technical support,B1,10
D039,2026-02-01,Technical support,B2,23
D039,2026-03-01,Delivery enquiry,B1,7
D039,2026-03-01,Delivery enquiry,B2,3
D039,2026-03-01,Product return,B1,13
D039,2026-03-01,Product return,B2,8
D039,2026-03-01,Warranty claim,B1,3
D039,2026-03-01,Warranty claim,B2,16
D039,2026-03-01,Account access,B1,21
D039,2026-03-01,Account access,B2,14
D039,2026-03-01,Technical support,B1,2
D039,2026-03-01,Technical support,B2,3
D040,2026-01-01,Delivery enquiry,B1,14
D040,2026-01-01,Delivery enquiry,B2,3
D040,2026-01-01,Product return,B1,21
D040,2026-01-01,Product return,B2,12
D040,2026-01-01,Warranty claim,B1,1
D040,2026-01-01,Warranty claim,B2,22
D040,2026-01-01,Account access,B1,3
D040,2026-01-01,Account access,B2,1
D040,2026-01-01,Technical support,B1,19
D040,2026-01-01,Technical support,B2,16
D040,2026-02-01,Delivery enquiry,B1,4
D040,2026-02-01,Delivery enquiry,B2,4
D040,2026-02-01,Product return,B1,11
D040,2026-02-01,Product return,B2,1
D040,2026-02-01,Warranty claim,B1,13
D040,2026-02-01,Warranty claim,B2,15
D040,2026-02-01,Account access,B1,12
D040,2026-02-01,Account access,B2,11
D040,2026-02-01,Technical support,B1,5
D040,2026-02-01,Technical support,B2,24
D040,2026-03-01,Delivery enquiry,B1,8
D040,2026-03-01,Delivery enquiry,B2,2
D040,2026-03-01,Product return,B1,5
D040,2026-03-01,Product return,B2,24
D040,2026-03-01,Warranty claim,B1,10
D040,2026-03-01,Warranty claim,B2,21
D040,2026-03-01,Account access,B1,1
D040,2026-03-01,Account access,B2,4
D040,2026-03-01,Technical support,B1,13
D040,2026-03-01,Technical support,B2,3
D041,2026-01-01,Delivery enquiry,B1,14
D041,2026-01-01,Delivery enquiry,B2,4
D041,2026-01-01,Product return,B1,22
D041,2026-01-01,Product return,B2,14
D041,2026-01-01,Warranty claim,B1,1
D041,2026-01-01,Warranty claim,B2,24
D041,2026-01-01,Account access,B1,16
D041,2026-01-01,Account access,B2,22
D041,2026-01-01,Technical support,B1,24
D041,2026-01-01,Technical support,B2,20
D041,2026-02-01,Delivery enquiry,B1,4
D041,2026-02-01,Delivery enquiry,B2,1
D041,2026-02-01,Product return,B1,4
D041,2026-02-01,Product return,B2,14
D041,2026-02-01,Warranty claim,B1,12
D041,2026-02-01,Warranty claim,B2,8
D041,2026-02-01,Account access,B1,1
D041,2026-02-01,Account access,B2,16
D041,2026-02-01,Technical support,B1,23
D041,2026-02-01,Technical support,B2,2
D041,2026-03-01,Delivery enquiry,B1,3
D041,2026-03-01,Delivery enquiry,B2,5
D041,2026-03-01,Product return,B1,19
D041,2026-03-01,Product return,B2,23
D041,2026-03-01,Warranty claim,B1,8
D041,2026-03-01,Warranty claim,B2,20
D041,2026-03-01,Account access,B1,9
D041,2026-03-01,Account access,B2,12
D041,2026-03-01,Technical support,B1,9
D041,2026-03-01,Technical support,B2,19
D042,2026-01-01,Delivery enquiry,B1,11
D042,2026-01-01,Delivery enquiry,B2,15
D042,2026-01-01,Product return,B1,16
D042,2026-01-01,Product return,B2,2
D042,2026-01-01,Warranty claim,B1,6
D042,2026-01-01,Warranty claim,B2,15
D042,2026-01-01,Account access,B1,19
D042,2026-01-01,Account access,B2,17
D042,2026-01-01,Technical support,B1,15
D042,2026-01-01,Technical support,B2,10
D042,2026-02-01,Delivery enquiry,B1,12
D042,2026-02-01,Delivery enquiry,B2,4
D042,2026-02-01,Product return,B1,12
D042,2026-02-01,Product return,B2,5
D042,2026-02-01,Warranty claim,B1,7
D042,2026-02-01,Warranty claim,B2,8
D042,2026-02-01,Account access,B1,23
D042,2026-02-01,Account access,B2,23
D042,2026-02-01,Technical support,B1,12
D042,2026-02-01,Technical support,B2,13
D042,2026-03-01,Delivery enquiry,B1,9
D042,2026-03-01,Delivery enquiry,B2,4
D042,2026-03-01,Product return,B1,6
D042,2026-03-01,Product return,B2,20
D042,2026-03-01,Warranty claim,B1,1
D042,2026-03-01,Warranty claim,B2,19
D042,2026-03-01,Account access,B1,17
D042,2026-03-01,Account access,B2,14
D042,2026-03-01,Technical support,B1,3
D042,2026-03-01,Technical support,B2,12
D043,2026-01-01,Delivery enquiry,B1,15
D043,2026-01-01,Delivery enquiry,B2,3
D043,2026-01-01,Product return,B1,4
D043,2026-01-01,Product return,B2,19
D043,2026-01-01,Warranty claim,B1,23
D043,2026-01-01,Warranty claim,B2,12
D043,2026-01-01,Account access,B1,1
D043,2026-01-01,Account access,B2,23
D043,2026-01-01,Technical support,B1,24
D043,2026-01-01,Technical support,B2,12
D043,2026-02-01,Delivery enquiry,B1,17
D043,2026-02-01,Delivery enquiry,B2,10
D043,2026-02-01,Product return,B1,9
D043,2026-02-01,Product return,B2,17
D043,2026-02-01,Warranty claim,B1,17
D043,2026-02-01,Warranty claim,B2,10
D043,2026-02-01,Account access,B1,10
D043,2026-02-01,Account access,B2,16
D043,2026-02-01,Technical support,B1,7
D043,2026-02-01,Technical support,B2,16
D043,2026-03-01,Delivery enquiry,B1,11
D043,2026-03-01,Delivery enquiry,B2,18
D043,2026-03-01,Product return,B1,15
D043,2026-03-01,Product return,B2,15
D043,2026-03-01,Warranty claim,B1,24
D043,2026-03-01,Warranty claim,B2,21
D043,2026-03-01,Account access,B1,21
D043,2026-03-01,Account access,B2,1
D043,2026-03-01,Technical support,B1,8
D043,2026-03-01,Technical support,B2,23
D044,2026-01-01,Delivery enquiry,B1,8
D044,2026-01-01,Delivery enquiry,B2,13
D044,2026-01-01,Product return,B1,10
D044,2026-01-01,Product return,B2,19
D044,2026-01-01,Warranty claim,B1,14
D044,2026-01-01,Warranty claim,B2,19
D044,2026-01-01,Account access,B1,10
D044,2026-01-01,Account access,B2,10
D044,2026-01-01,Technical support,B1,6
D044,2026-01-01,Technical support,B2,5
D044,2026-02-01,Delivery enquiry,B1,2
D044,2026-02-01,Delivery enquiry,B2,19
D044,2026-02-01,Product return,B1,7
D044,2026-02-01,Product return,B2,6
D044,2026-02-01,Warranty claim,B1,5
D044,2026-02-01,Warranty claim,B2,18
D044,2026-02-01,Account access,B1,15
D044,2026-02-01,Account access,B2,7
D044,2026-02-01,Technical support,B1,9
D044,2026-02-01,Technical support,B2,24
D044,2026-03-01,Delivery enquiry,B1,3
D044,2026-03-01,Delivery enquiry,B2,17
D044,2026-03-01,Product return,B1,18
D044,2026-03-01,Product return,B2,4
D044,2026-03-01,Warranty claim,B1,5
D044,2026-03-01,Warranty claim,B2,6
D044,2026-03-01,Account access,B1,7
D044,2026-03-01,Account access,B2,15
D044,2026-03-01,Technical support,B1,20
D044,2026-03-01,Technical support,B2,5
D045,2026-01-01,Delivery enquiry,B1,20
D045,2026-01-01,Delivery enquiry,B2,11
D045,2026-01-01,Product return,B1,13
D045,2026-01-01,Product return,B2,17
D045,2026-01-01,Warranty claim,B1,9
D045,2026-01-01,Warranty claim,B2,8
D045,2026-01-01,Account access,B1,16
D045,2026-01-01,Account access,B2,14
D045,2026-01-01,Technical support,B1,5
D045,2026-01-01,Technical support,B2,3
D045,2026-02-01,Delivery enquiry,B1,5
D045,2026-02-01,Delivery enquiry,B2,20
D045,2026-02-01,Product return,B1,1
D045,2026-02-01,Product return,B2,12
D045,2026-02-01,Warranty claim,B1,12
D045,2026-02-01,Warranty claim,B2,4
D045,2026-02-01,Account access,B1,10
D045,2026-02-01,Account access,B2,12
D045,2026-02-01,Technical support,B1,2
D045,2026-02-01,Technical support,B2,21
D045,2026-03-01,Delivery enquiry,B1,3
