ProductID,OrderLineID,Region,Order Date,Quantity,CustomerID,OrderID,DepartmentID,Unit Price GBP,DiscountPct,PromoCode,ShippedDateText
P0053,SL-03-00257,North,2026-03-22,3,C00334,SO-03-00129,D075,271.49,0.15,SPRING26,2026-03-23
P0258,SL-03-00258,West,2026-03-03,2,C01098,SO-03-00129,D049,243.24,0.05,,2026-03-05
P0208,SL-03-00259,North,2026-03-03,2,C01022,SO-03-00130,D101,347.74,0,,2026-03-08
P0257,SL-03-00260,East,2026-03-07,1,C00438,SO-03-00130,D034,231.99,0,,2026-03-14
P0116,SL-03-00261,South,2026-03-20,4,C00216,SO-03-00131,D057,313.24,0.10,,2026-03-25
P0243,SL-03-00262,West,2026-03-21,4,C00250,SO-03-00131,D007,74.49,0.15,,2026-03-29
P0151,SL-03-00263,North,2026-03-25,3,C00136,SO-03-00132,D014,39.99,0.15,,2026-03-29
P0078,SL-03-00264,Central,2026-03-17,1,C00284,SO-03-00132,D016,219.24,0.15,,2026-03-20
P0110,SL-03-00265,South,2026-03-02,4,C00934,SO-03-00133,D094,245.74,0.10,SPRING26,
P0220,SL-03-00266,North,2026-03-07,4,C00535,SO-03-00133,D043,149.24,0.10,,2026-03-13
P0044,SL-03-00267,Central,2026-03-28,4,C00190,SO-03-00134,D056,170.24,0,,2026-04-02
P0029,SL-03-00268,East,2026-03-18,1,C00698,SO-03-00134,D016,334.99,0,,2026-03-26
P0240,SL-03-00269,East,2026-03-24,2,C00152,SO-03-00135,D070,374.24,0,,2026-03-30
P0068,SL-03-00270,West,2026-03-12,1,C00229,SO-03-00135,D024,106.74,0.15,,2026-03-14
P0107,SL-03-00271,Central,2026-03-19,2,C00102,SO-03-00136,D056,211.99,0.10,,2026-03-27
P0315,SL-03-00272,East,2026-03-18,3,C01045,SO-03-00136,D030,217.49,0.10,,2026-03-26
P0164,SL-03-00273,Central,2026-03-20,4,C00070,SO-03-00137,D074,186.24,0.15,SPRING26,2026-03-28
P0174,SL-03-00274,West,2026-03-20,5,C00281,SO-03-00137,D110,298.74,0,,2026-03-27
P0077,SL-03-00275,South,2026-03-03,5,C00781,SO-03-00138,D013,207.99,0,,2026-03-05
P0207,SL-03-00276,North,2026-03-24,4,C00371,SO-03-00138,D104,336.49,0.15,,2026-03-29
P0153,SL-03-00277,South,2026-03-16,4,C00520,SO-03-00139,D089,62.49,0.15,,2026-03-20
P0124,SL-03-00278,West,2026-03-28,3,C00336,SO-03-00139,D034,69.74,0.05,,2026-04-03
P0137,SL-03-00279,Central,2026-03-31,1,C00115,SO-03-00140,D003,215.99,0,,2026-04-08
P0031,SL-03-00280,South,2026-03-11,4,C01370,SO-03-00140,D089,23.99,0.15,,2026-03-18
P0233,SL-03-00281,East,2026-03-28,3,C01013,SO-03-00141,D095,295.49,0,SPRING26,2026-03-29
P0085,SL-03-00282,South,2026-03-20,2,C00163,SO-03-00141,D056,297.99,0.15,,2026-03-27
P0269,SL-03-00283,Central,2026-03-24,2,C00961,SO-03-00142,D078,366.99,0.05,,2026-03-27
P0335,SL-03-00284,Central,2026-03-14,3,C00673,SO-03-00142,D068,108.99,0,,2026-03-18
P0225,SL-03-00285,West,2026-03-09,2,C00507,SO-03-00143,D083,205.49,0.05,,2026-03-10
P0090,SL-03-00286,South,2026-03-22,3,C00692,SO-03-00143,D080,354.24,0,,2026-03-28
P0122,SL-03-00287,East,2026-03-13,4,C00450,SO-03-00144,D041,47.24,0.10,,
P0336,SL-03-00288,North,2026-03-02,5,C00017,SO-03-00144,D107,120.24,0.05,,2026-03-06
P0024,SL-03-00289,South,2026-03-29,3,C00360,SO-03-00145,D047,278.74,0.15,SPRING26,2026-04-05
P0304,SL-03-00290,East,2026-03-12,3,C00989,SO-03-00145,D112,93.74,0,,2026-03-14
P0130,SL-03-00291,West,2026-03-02,3,C00035,SO-03-00146,D082,137.24,0.15,,2026-03-08
P0089,SL-03-00292,Central,2026-03-19,1,C00106,SO-03-00146,D059,342.99,0.05,,2026-03-26
P0055,SL-03-00293,East,2026-03-16,1,C00337,SO-03-00147,D101,293.99,0.15,,2026-03-19
P0127,SL-03-00294,North,2026-03-14,5,C00104,SO-03-00147,D095,103.49,0.10,,2026-03-18
P0056,SL-03-00295,North,2026-03-05,2,C00212,SO-03-00148,D105,305.24,0.05,,2026-03-12
P0083,SL-03-00296,West,2026-03-29,3,C00876,SO-03-00148,D008,275.49,0.05,,2026-04-03
P0346,SL-03-00297,West,2026-03-13,2,C00614,SO-03-00149,D032,232.74,0.05,SPRING26,2026-03-21
P0217,SL-03-00298,East,2026-03-13,2,C01009,SO-03-00149,D086,115.49,0.05,,2026-03-18
P0333,SL-03-00299,North,2026-03-06,2,C00735,SO-03-00150,D058,86.49,0.10,,2026-03-11
P0178,SL-03-00300,East,2026-03-16,5,C00485,SO-03-00150,D069,343.74,0.15,,2026-03-24
P0288,SL-03-00301,North,2026-03-05,3,C00680,SO-03-00151,D039,247.24,0,,2026-03-13
P0245,SL-03-00302,Central,2026-03-21,2,C00294,SO-03-00151,D074,96.99,0,,2026-03-29
P0113,SL-03-00303,West,2026-03-06,3,C00033,SO-03-00152,D057,279.49,0.05,,2026-03-07
P0317,SL-03-00304,East,2026-03-05,4,C00802,SO-03-00152,D008,239.99,0.10,,2026-03-09
P0009,SL-03-00305,East,2026-03-21,5,C00886,SO-03-00153,D058,109.99,0,SPRING26,2026-03-24
P0049,SL-03-00306,Central,2026-03-30,4,C00932,SO-03-00153,D043,226.49,0.15,,2026-03-31
P0218,SL-03-00307,Central,2026-03-24,1,C00970,SO-03-00154,D044,126.74,0.05,,2026-03-28
P0009,SL-03-00308,East,2026-03-31,1,C00801,SO-03-00154,D015,109.99,0,,2026-04-07
P0332,SL-03-00309,South,2026-03-07,3,C00016,SO-03-00155,D035,75.24,0.15,,
P0136,SL-03-00310,South,2026-03-15,4,C00040,SO-03-00155,D106,204.74,0,,2026-03-16
P0189,SL-03-00311,West,2026-03-17,3,C01361,SO-03-00156,D103,133.99,0.05,,2026-03-22
P0060,SL-03-00312,West,2026-03-02,5,C00804,SO-03-00156,D075,350.24,0,,2026-03-10
P0249,SL-03-00313,West,2026-03-10,1,C00369,SO-03-00157,D099,141.99,0,SPRING26,2026-03-16
P0036,SL-03-00314,West,2026-03-08,1,C00899,SO-03-00157,D042,80.24,0,,2026-03-12
P0257,SL-03-00315,Central,2026-03-15,3,C00306,SO-03-00158,D049,231.99,0.05,,2026-03-21
P0247,SL-03-00316,South,2026-03-02,3,C00053,SO-03-00158,D043,119.49,0.15,,2026-03-04
P0203,SL-03-00317,Central,2026-03-27,3,C00983,SO-03-00159,D059,291.49,0,,2026-04-03
P0142,SL-03-00318,South,2026-03-28,4,C00957,SO-03-00159,D026,272.24,0,,2026-04-03
P0318,SL-03-00319,East,2026-03-27,3,C00313,SO-03-00160,D007,251.24,0.05,,2026-03-28
P0151,SL-03-00320,West,2026-03-24,3,C00910,SO-03-00160,D076,39.99,0.10,,2026-03-26
P0228,SL-03-00321,Central,2026-03-25,4,C00083,SO-03-00161,D065,239.24,0,SPRING26,2026-03-29
P0357,SL-03-00322,South,2026-03-04,4,C00239,SO-03-00161,D013,356.49,0.10,,2026-03-05
P0233,SL-03-00323,West,2026-03-05,3,C00503,SO-03-00162,D097,295.49,0.15,,2026-03-09
P0078,SL-03-00324,South,2026-03-27,3,C00462,SO-03-00162,D086,219.24,0.05,,2026-04-02
P0188,SL-03-00325,West,2026-03-08,5,C00675,SO-03-00163,D094,122.74,0.05,,2026-03-15
P0356,SL-03-00326,Central,2026-03-09,1,C00108,SO-03-00163,D047,345.24,0.10,,2026-03-12
P0023,SL-03-00327,West,2026-03-11,3,C00013,SO-03-00164,D017,267.49,0,,2026-03-12
P0177,SL-03-00328,West,2026-03-26,5,C00995,SO-03-00164,D030,332.49,0,,2026-03-29
P0326,SL-03-00329,West,2026-03-18,3,C00148,SO-03-00165,D040,341.24,0,SPRING26,2026-03-23
P0211,SL-03-00330,West,2026-03-14,2,C00847,SO-03-00165,D006,47.99,0.15,,2026-03-22
P0325,SL-03-00331,South,2026-03-08,4,C00458,SO-03-00166,D068,329.99,0.05,,
P0082,SL-03-00332,West,2026-03-24,4,C00651,SO-03-00166,D057,264.24,0.05,,2026-03-31
P0111,SL-03-00333,West,2026-03-10,5,C01046,SO-03-00167,D062,256.99,0.15,,2026-03-14
P0045,SL-03-00334,West,2026-03-24,4,C00508,SO-03-00167,D096,181.49,0.15,,2026-03-30
P0280,SL-03-00335,North,2026-03-10,3,C00030,SO-03-00168,D035,157.24,0,,2026-03-14
P0241,SL-03-00336,Central,2026-03-18,1,C00627,SO-03-00168,D043,51.99,0.10,,2026-03-24
P0014,SL-03-00337,Central,2026-03-26,1,C00044,SO-03-00169,D001,166.24,0,SPRING26,2026-04-01
P0112,SL-03-00338,North,2026-03-14,1,C00052,SO-03-00169,D032,268.24,0,,2026-03-15
P0057,SL-03-00339,East,2026-03-27,3,C00415,SO-03-00170,D091,316.49,0.05,,2026-04-04
P0021,SL-03-00340,East,2026-03-26,2,C00968,SO-03-00170,D060,244.99,0.05,,2026-03-31
P0091,SL-03-00341,South,2026-03-21,1,C00721,SO-03-00171,D090,31.99,0.10,,2026-03-25
P0075,SL-03-00342,Central,2026-03-07,4,C01352,SO-03-00171,D003,185.49,0,,2026-03-10
P0221,SL-03-00343,East,2026-03-22,4,C00858,SO-03-00172,D016,160.49,0,,2026-03-27
P0085,SL-03-00344,East,2026-03-06,2,C00432,SO-03-00172,D095,297.99,0.05,,2026-03-09
P0225,SL-03-00345,East,2026-03-31,5,C00173,SO-03-00173,D038,205.49,0.15,SPRING26,2026-04-02
P0114,SL-03-00346,South,2026-03-08,1,C00776,SO-03-00173,D093,290.74,0.05,,2026-03-09
P0320,SL-03-00347,East,2026-03-06,1,C00308,SO-03-00174,D048,273.74,0.05,,2026-03-08
P0267,SL-03-00348,North,2026-03-13,4,C00348,SO-03-00174,D093,344.49,0.15,,2026-03-17
P0058,SL-03-00349,South,2026-03-11,4,C01040,SO-03-00175,D105,327.74,0.15,,2026-03-12
P0110,SL-03-00350,Central,2026-03-10,2,C00485,SO-03-00175,D017,245.74,0,,2026-03-18
P0288,SL-03-00351,East,2026-03-28,2,C00336,SO-03-00176,D021,247.24,0.10,,2026-03-30
P0146,SL-03-00352,West,2026-03-14,5,C00307,SO-03-00176,D055,317.24,0.05,,2026-03-17
P0151,SL-03-00353,Central,2026-03-28,5,C00549,SO-03-00177,D083,39.99,0.10,SPRING26,
P0151,SL-03-00354,North,2026-03-19,5,C00346,SO-03-00177,D112,39.99,0.10,,2026-03-27
P0267,SL-03-00355,West,2026-03-30,2,C01048,SO-03-00178,D092,344.49,0.15,,2026-04-04
P0288,SL-03-00356,Central,2026-03-16,3,C00388,SO-03-00178,D028,247.24,0.15,,2026-03-19
P0256,SL-03-00357,West,2026-03-09,5,C00682,SO-03-00179,D100,220.74,0,,2026-03-11
P0318,SL-03-00358,East,2026-03-29,5,C00916,SO-03-00179,D011,251.24,0.15,,2026-04-05
P0095,SL-03-00359,North,2026-03-23,2,C00948,SO-03-00180,D105,76.99,0.15,,2026-03-26
P0006,SL-03-00360,South,2026-03-05,2,C00785,SO-03-00180,D021,76.24,0.10,,2026-03-09
P0073,SL-03-00361,Central,2026-03-06,2,C00391,SO-03-00181,D008,162.99,0.15,SPRING26,2026-03-10
P0040,SL-03-00362,Central,2026-03-07,3,C00895,SO-03-00181,D048,125.24,0.10,,2026-03-13
P0281,SL-03-00363,South,2026-03-03,5,C00775,SO-03-00182,D051,168.49,0.10,,2026-03-06
P0146,SL-03-00364,North,2026-03-09,2,C00023,SO-03-00182,D044,317.24,0.15,,2026-03-10
P0126,SL-03-00365,West,2026-03-24,3,C00156,SO-03-00183,D051,92.24,0,,2026-03-28
P0041,SL-03-00366,North,2026-03-26,2,C00262,SO-03-00183,D065,136.49,0.10,,2026-04-01
P0189,SL-03-00367,South,2026-03-15,5,C00776,SO-03-00184,D079,133.99,0.15,,2026-03-22
P0325,SL-03-00368,Central,2026-03-25,4,C00556,SO-03-00184,D093,329.99,0.10,,2026-03-28
P0074,SL-03-00369,East,2026-03-26,5,C00525,SO-03-00185,D018,174.24,0,SPRING26,2026-03-31
P0117,SL-03-00370,West,2026-03-11,3,C00529,SO-03-00185,D085,324.49,0.05,,2026-03-17
P0035,SL-03-00371,North,2026-03-19,1,C00539,SO-03-00186,D049,68.99,0,,2026-03-26
P0080,SL-03-00372,North,2026-03-04,2,C00046,SO-03-00186,D018,241.74,0.05,,2026-03-10
P0285,SL-03-00373,West,2026-03-23,4,C01363,SO-03-00187,D096,213.49,0,,2026-03-30
P0167,SL-03-00374,North,2026-03-14,1,C00324,SO-03-00187,D021,219.99,0,,2026-03-20
P0027,SL-03-00375,North,2026-03-07,2,C00419,SO-03-00188,D010,312.49,0.15,,
P0263,SL-03-00376,North,2026-03-04,1,C00641,SO-03-00188,D042,299.49,0.05,,2026-03-07
P0037,SL-03-00377,West,2026-03-29,3,C00519,SO-03-00189,D033,91.49,0,SPRING26,2026-04-04
P0068,SL-03-00378,Central,2026-03-30,1,C01000,SO-03-00189,D004,106.74,0.05,,2026-04-06
P0238,SL-03-00379,East,2026-03-21,5,C00259,SO-03-00190,D007,351.74,0,,2026-03-27
P0053,SL-03-00380,South,2026-03-19,4,C00527,SO-03-00190,D075,271.49,0.05,,2026-03-21
P0217,SL-03-00381,West,2026-03-22,5,C00059,SO-03-00191,D081,115.49,0.05,,2026-03-26
P0324,SL-03-00382,East,2026-03-09,1,C00965,SO-03-00191,D091,318.74,0.10,,2026-03-11
P0239,SL-03-00383,North,2026-03-18,5,C00229,SO-03-00192,D112,362.99,0.10,,2026-03-25
P0155,SL-03-00384,North,2026-03-07,3,C00138,SO-03-00192,D075,84.99,0.05,,2026-03-09
P0110,SL-03-00385,West,2026-03-23,4,C00534,SO-03-00193,D018,245.74,0.05,SPRING26,2026-03-30
P0102,SL-03-00386,North,2026-03-13,3,C00409,SO-03-00193,D074,155.74,0,,2026-03-15
P0213,SL-03-00387,East,2026-03-19,4,C01092,SO-03-00194,D062,70.49,0.05,,2026-03-27
P0143,SL-03-00388,East,2026-03-01,2,C00043,SO-03-00194,D106,283.49,0.10,,2026-03-03
P0068,SL-03-00389,East,2026-03-13,1,C01090,SO-03-00195,D017,106.74,0.10,,2026-03-15
P0185,SL-03-00390,North,2026-03-18,4,C00806,SO-03-00195,D107,88.99,0.05,,2026-03-19
P0235,SL-03-00391,West,2026-03-14,1,C00292,SO-03-00196,D067,317.99,0.15,,2026-03-21
P0300,SL-03-00392,Central,2026-03-23,5,C00111,SO-03-00196,D062,382.24,0.10,,2026-03-25
P0119,SL-03-00393,East,2026-03-15,2,C00061,SO-03-00197,D033,346.99,0.05,SPRING26,2026-03-21
P0098,SL-03-00394,Central,2026-03-24,3,C00610,SO-03-00197,D068,110.74,0,,2026-03-29
P0100,SL-03-00395,East,2026-03-15,2,C00693,SO-03-00198,D011,133.24,0.10,,2026-03-16
P0144,SL-03-00396,Central,2026-03-28,1,C00884,SO-03-00198,D064,294.74,0.15,,2026-04-01
P0207,SL-03-00397,North,2026-03-27,5,C00242,SO-03-00199,D002,336.49,0.05,,
P0106,SL-03-00398,Central,2026-03-22,3,C00072,SO-03-00199,D081,200.74,0.15,,2026-03-23
P0312,SL-03-00399,North,2026-03-02,4,C00663,SO-03-00200,D011,183.74,0.05,,2026-03-06
P0013,SL-03-00400,North,2026-03-31,4,C00117,SO-03-00200,D036,154.99,0,,2026-04-01
P0263,SL-03-00401,West,2026-03-28,3,C00092,SO-03-00201,D023,299.49,0.05,SPRING26,2026-04-04
P0037,SL-03-00402,East,2026-03-13,3,C00106,SO-03-00201,D007,91.49,0.15,,2026-03-21
P0115,SL-03-00403,South,2026-03-11,5,C00169,SO-03-00202,D109,301.99,0.15,,2026-03-16
P0356,SL-03-00404,East,2026-03-28,3,C01354,SO-03-00202,D054,345.24,0,,2026-03-29
P0036,SL-03-00405,South,2026-03-29,2,C00402,SO-03-00203,D019,80.24,0.10,,2026-04-04
P0194,SL-03-00406,North,2026-03-03,5,C00455,SO-03-00203,D004,190.24,0.05,,2026-03-09
P0233,SL-03-00407,West,2026-03-01,4,C00396,SO-03-00204,D056,295.49,0.15,,2026-03-07
P0211,SL-03-00408,East,2026-03-07,3,C00921,SO-03-00204,D101,47.99,0,,2026-03-08
P0106,SL-03-00409,Central,2026-03-05,4,C00682,SO-03-00205,D072,200.74,0,SPRING26,2026-03-10
P0198,SL-03-00410,Central,2026-03-09,5,C00142,SO-03-00205,D007,235.24,0.10,,2026-03-15
P0227,SL-03-00411,South,2026-03-05,4,C00864,SO-03-00206,D023,227.99,0.10,,2026-03-12
P0080,SL-03-00412,South,2026-03-30,3,C00027,SO-03-00206,D065,241.74,0.10,,2026-04-01
P0184,SL-03-00413,West,2026-03-04,5,C00432,SO-03-00207,D013,77.74,0.15,,2026-03-05
P0132,SL-03-00414,South,2026-03-21,4,C00939,SO-03-00207,D067,159.74,0.05,,2026-03-24
P0011,SL-03-00415,East,2026-03-01,2,C00247,SO-03-00208,D074,132.49,0.10,,2026-03-02
P0022,SL-03-00416,West,2026-03-20,2,C00800,SO-03-00208,D027,256.24,0.10,,2026-03-24
P0157,SL-03-00417,East,2026-03-03,4,C00527,SO-03-00209,D082,107.49,0.05,SPRING26,2026-03-09
P0048,SL-03-00418,North,2026-03-10,5,C00894,SO-03-00209,D074,215.24,0.05,,2026-03-13
P0097,SL-03-00419,North,2026-03-02,2,C00562,SO-03-00210,D023,99.49,0.05,,
P0091,SL-03-00420,East,2026-03-02,5,C00280,SO-03-00210,D005,31.99,0.05,,2026-03-10
P0105,SL-03-00421,Central,2026-03-31,3,C00483,SO-03-00211,D064,189.49,0,,2026-04-04
P0205,SL-03-00422,North,2026-03-03,4,C01042,SO-03-00211,D015,313.99,0.10,,2026-03-04
P0024,SL-03-00423,East,2026-03-05,1,C00188,SO-03-00212,D111,278.74,0.05,,2026-03-08
P0013,SL-03-00424,Central,2026-03-05,5,C00480,SO-03-00212,D028,154.99,0,,2026-03-06
P0160,SL-03-00425,North,2026-03-06,1,C01027,SO-03-00213,D071,141.24,0,SPRING26,2026-03-09
P0278,SL-03-00426,Central,2026-03-18,4,C00467,SO-03-00213,D108,134.74,0.15,,2026-03-21
P0096,SL-03-00427,North,2026-03-09,3,C00459,SO-03-00214,D034,88.24,0.05,,2026-03-15
P0003,SL-03-00428,South,2026-03-30,5,C00836,SO-03-00214,D022,42.49,0.10,,2026-04-07
P0327,SL-03-00429,Central,2026-03-11,4,C00079,SO-03-00215,D043,352.49,0.05,,2026-03-16
P0155,SL-03-00430,North,2026-03-18,4,C00187,SO-03-00215,D048,84.99,0.15,,2026-03-21
P0355,SL-03-00431,South,2026-03-04,1,C00892,SO-03-00216,D016,333.99,0.10,,2026-03-05
P0208,SL-03-00432,South,2026-03-30,5,C00187,SO-03-00216,D018,347.74,0.05,,2026-04-05
P0156,SL-03-00433,West,2026-03-14,1,C00192,SO-03-00217,D027,96.24,0.10,SPRING26,2026-03-18
P0056,SL-03-00434,East,2026-03-05,4,C00088,SO-03-00217,D111,305.24,0.10,,2026-03-08
P0287,SL-03-00435,West,2026-03-22,2,C01365,SO-03-00218,D063,235.99,0.10,,2026-03-28
P0052,SL-03-00436,Central,2026-03-17,2,C00469,SO-03-00218,D033,260.24,0.10,,2026-03-24
P0104,SL-03-00437,West,2026-03-13,1,C00205,SO-03-00219,D099,178.24,0.15,,2026-03-16
P0084,SL-03-00438,South,2026-03-14,4,C00548,SO-03-00219,D094,286.74,0,,2026-03-15
P0070,SL-03-00439,Central,2026-03-04,2,C00191,SO-03-00220,D019,129.24,0,,2026-03-08
P0298,SL-03-00440,Central,2026-03-04,2,C00216,SO-03-00220,D090,359.74,0.05,,2026-03-07
P0091,SL-03-00441,Central,2026-03-30,2,C00789,SO-03-00221,D108,31.99,0.10,SPRING26,
P0096,SL-03-00442,South,2026-03-31,3,C00454,SO-03-00221,D069,88.24,0.05,,2026-04-02
P0130,SL-03-00443,East,2026-03-05,1,C00370,SO-03-00222,D089,137.24,0,,2026-03-07
P0324,SL-03-00444,Central,2026-03-15,3,C00303,SO-03-00222,D024,318.74,0.10,,2026-03-20
P0280,SL-03-00445,South,2026-03-12,3,C00790,SO-03-00223,D106,157.24,0.15,,2026-03-17
P0096,SL-03-00446,North,2026-03-13,3,C00259,SO-03-00223,D053,88.24,0,,2026-03-15
P0082,SL-03-00447,North,2026-03-08,1,C00909,SO-03-00224,D069,264.24,0.10,,2026-03-10
P0319,SL-03-00448,North,2026-03-22,4,C00634,SO-03-00224,D084,262.49,0.10,,2026-03-24
P0263,SL-03-00449,South,2026-03-01,2,C00222,SO-03-00225,D093,299.49,0,SPRING26,2026-03-05
P0319,SL-03-00450,Central,2026-03-26,3,C00207,SO-03-00225,D086,262.49,0.15,,2026-04-01
P0139,SL-03-00451,North,2026-03-09,4,C00088,SO-03-00226,D080,238.49,0.05,,2026-03-17
P0086,SL-03-00452,Central,2026-03-01,3,C00183,SO-03-00226,D085,309.24,0.05,,2026-03-08
P0262,SL-03-00453,East,2026-03-05,2,C00204,SO-03-00227,D016,288.24,0.10,,2026-03-10
P0284,SL-03-00454,South,2026-03-25,4,C00845,SO-03-00227,D064,202.24,0.05,,2026-04-01
P0196,SL-03-00455,East,2026-03-23,5,C00431,SO-03-00228,D112,212.74,0.10,,2026-03-28
P0213,SL-03-00456,East,2026-03-25,5,C00536,SO-03-00228,D082,70.49,0.10,,2026-04-01
P0245,SL-03-00457,North,2026-03-30,2,C00927,SO-03-00229,D102,96.99,0.05,SPRING26,2026-04-01
P0282,SL-03-00458,South,2026-03-28,4,C00890,SO-03-00229,D059,179.74,0.05,,2026-03-30
P0058,SL-03-00459,South,2026-03-11,5,C00935,SO-03-00230,D008,327.74,0.05,,2026-03-14
P0255,SL-03-00460,Central,2026-03-29,1,C00155,SO-03-00230,D034,209.49,0.15,,2026-04-04
P0334,SL-03-00461,Central,2026-03-06,3,C00004,SO-03-00231,D073,97.74,0.10,,2026-03-10
P0314,SL-03-00462,North,2026-03-17,5,C00624,SO-03-00231,D082,206.24,0.15,,2026-03-19
P0307,SL-03-00463,Central,2026-03-04,4,C00245,SO-03-00232,D049,127.49,0.15,,
P0016,SL-03-00464,West,2026-03-20,4,C01053,SO-03-00232,D027,188.74,0.05,,2026-03-21
P0105,SL-03-00465,Central,2026-03-05,3,C00183,SO-03-00233,D064,189.49,0.05,SPRING26,2026-03-11
P0227,SL-03-00466,South,2026-03-13,1,C01356,SO-03-00233,D095,227.99,0.10,,2026-03-17
P0348,SL-03-00467,Central,2026-03-10,5,C01000,SO-03-00234,D032,255.24,0.05,,2026-03-15
P0341,SL-03-00468,Central,2026-03-30,5,C01029,SO-03-00234,D076,176.49,0.15,,2026-03-31
P0110,SL-03-00469,Central,2026-03-23,4,C00165,SO-03-00235,D010,245.74,0.15,,2026-03-24
P0054,SL-03-00470,South,2026-03-20,5,C00180,SO-03-00235,D111,282.74,0.05,,2026-03-22
P0294,SL-03-00471,South,2026-03-23,5,C00758,SO-03-00236,D067,314.74,0,,2026-03-27
P0247,SL-03-00472,South,2026-03-25,2,C00038,SO-03-00236,D053,119.49,0,,2026-04-02
P0050,SL-03-00473,Central,2026-03-31,5,C00737,SO-03-00237,D019,237.74,0.15,SPRING26,2026-04-04
P0348,SL-03-00474,South,2026-03-06,2,C00327,SO-03-00237,D082,255.24,0,,2026-03-13
P0141,SL-03-00475,Central,2026-03-03,4,C00119,SO-03-00238,D066,260.99,0.15,,2026-03-07
P0104,SL-03-00476,East,2026-03-22,5,C00778,SO-03-00238,D019,178.24,0.10,,2026-03-26
P0125,SL-03-00477,South,2026-03-23,5,C01058,SO-03-00239,D094,80.99,0,,2026-03-30
P0144,SL-03-00478,North,2026-03-25,2,C00636,SO-03-00239,D035,294.74,0.15,,2026-03-28
P0081,SL-03-00479,North,2026-03-11,4,C00365,SO-03-00240,D025,252.99,0.05,,2026-03-15
P0023,SL-03-00480,North,2026-03-09,3,C00523,SO-03-00240,D098,267.49,0.05,,2026-03-12
P0016,SL-03-00481,South,2026-03-24,5,C00943,SO-03-00241,D094,188.74,0.10,SPRING26,2026-03-28
P0327,SL-03-00482,North,2026-03-07,4,C00487,SO-03-00241,D092,352.49,0.05,,2026-03-14
P0049,SL-03-00483,North,2026-03-04,3,C00320,SO-03-00242,D023,226.49,0,,2026-03-12
P0016,SL-03-00484,South,2026-03-16,2,C00612,SO-03-00242,D025,188.74,0.05,,2026-03-24
P0081,SL-03-00485,South,2026-03-30,1,C00572,SO-03-00243,D006,252.99,0.05,,
P0170,SL-03-00486,North,2026-03-03,4,C00261,SO-03-00243,D082,253.74,0.10,,2026-03-06
P0053,SL-03-00487,East,2026-03-04,2,C00959,SO-03-00244,D065,271.49,0,,2026-03-09
P0334,SL-03-00488,Central,2026-03-22,2,C00293,SO-03-00244,D039,97.74,0.10,,2026-03-29
P0039,SL-03-00489,East,2026-03-27,2,C00676,SO-03-00245,D050,113.99,0,SPRING26,2026-03-30
P0193,SL-03-00490,East,2026-03-12,3,C00890,SO-03-00245,D086,178.99,0.10,,2026-03-15
P0329,SL-03-00491,West,2026-03-25,2,C00043,SO-03-00246,D102,374.99,0.10,,2026-03-29
P0243,SL-03-00492,North,2026-03-10,3,C01048,SO-03-00246,D109,74.49,0.10,,2026-03-12
P0239,SL-03-00493,West,2026-03-14,2,C01002,SO-03-00247,D002,362.99,0.15,,2026-03-16
P0136,SL-03-00494,South,2026-03-27,3,C00166,SO-03-00247,D014,204.74,0.15,,2026-04-04
P0250,SL-03-00495,South,2026-03-08,4,C00037,SO-03-00248,D032,153.24,0,,2026-03-10
P0004,SL-03-00496,North,2026-03-19,3,C00011,SO-03-00248,D089,53.74,0,,2026-03-23
P0093,SL-03-00497,South,2026-03-25,3,C01367,SO-03-00249,D026,54.49,0.05,SPRING26,2026-04-01
P0176,SL-03-00498,East,2026-03-03,4,C00176,SO-03-00249,D012,321.24,0.15,,2026-03-09
P0205,SL-03-00499,West,2026-03-18,5,C00605,SO-03-00250,D094,313.99,0.05,,2026-03-20
P0288,SL-03-00500,West,2026-03-23,2,C00872,SO-03-00250,D073,247.24,0.15,,2026-03-28
P0275,SL-03-00501,North,2026-03-14,5,C00783,SO-03-00251,D052,100.99,0.15,,2026-03-22
P0191,SL-03-00502,South,2026-03-01,5,C00208,SO-03-00251,D001,156.49,0,,2026-03-07
P0222,SL-03-00503,Central,2026-03-19,2,C00136,SO-03-00252,D048,171.74,0.05,,2026-03-25
P0026,SL-03-00504,East,2026-03-02,5,C00978,SO-03-00252,D019,301.24,0,,2026-03-10
P0062,SL-03-00505,East,2026-03-02,2,C01059,SO-03-00253,D045,39.24,0,SPRING26,2026-03-08
P0114,SL-03-00506,South,2026-03-29,2,C00092,SO-03-00253,D106,290.74,0.10,,2026-04-02
P0057,SL-03-00507,North,2026-03-23,2,C00570,SO-03-00254,D092,316.49,0.15,,
P0128,SL-03-00508,North,2026-03-17,2,C00654,SO-03-00254,D069,114.74,0.10,,2026-03-24
P0215,SL-03-00509,North,2026-03-01,4,C00727,SO-03-00255,D015,92.99,0.10,,2026-03-09
P0015,SL-03-00510,South,2026-03-05,4,C00514,SO-03-00255,D064,177.49,0.15,,2026-03-08
P0304,SL-03-00511,South,2026-03-29,1,C00763,SO-03-00256,D054,93.74,0,,2026-04-06
P0245,SL-03-00512,East,2026-03-07,3,C01061,SO-03-00256,D029,96.99,0.15,,2026-03-11
P0338,SL-03-00513,East,2026-03-04,1,C00555,SO-03-00257,D057,142.74,0,SPRING26,2026-03-06
